번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),연도
252,국 및 탕류,매생이국,500,119.25,13.4,10.02,2.85,0.38,1420.3,6.61,0.57,0.1,2016
253,국 및 탕류,물회,700,529.36,55.32,34.43,18.93,19.99,2095.91,120.26,2.81,0.13,2016
254,국 및 탕류,미역 조랭이 떡국,455,368.64,65.97,9.28,11.01,0,774.18,0,0,0,2008
255,국 및 탕류,"미역국, 쇠고기",100,23.17,1.19,2.78,0.81,0,293.68,6.49,0.31,0.02,2014
256,국 및 탕류,"미역국, 홍합",100,25.75,1.79,3.03,0.72,0,314.41,8.98,0.13,0,2014
257,국 및 탕류,바지락조개국,550,156.65,10.11,22.04,3.11,1.31,1596.17,89.36,0.57,0.02,2014
258,국 및 탕류,배추 맑은 국,150,43.1,3.21,4.98,1.77,0,200.25,0,0,0,2008
259,국 및 탕류,버섯 들깨탕,150,123.74,17.3,3.83,5.41,0,31.6,0,0,0,2008
260,국 및 탕류,복지리탕,600,232.06,10.33,41.66,2.68,1.37,1349.98,209.78,0.41,0,2016
261,국 및 탕류,북어국,169,66.99,2.59,10.12,1.98,0,328.77,0,0,0,2008
262,국 및 탕류,삼계탕,1000,917.61,40.93,115.29,32.52,0,1310.98,471.7,10.76,0.32,2010
263,국 및 탕류,새우 완자탕,150,86.81,9.35,10.01,1,0,204.29,0,0,0,2008
264,국 및 탕류,생선물회,800,577.97,82.49,34.3,12.31,52.04,2779.74,101.88,2.02,0.05,2016
265,국 및 탕류,선짓국,800,337.35,10.97,51.14,9.88,0.07,2518.98,294.04,2.01,0.1,2010
266,국 및 탕류,설렁탕,600,419.81,12.56,59.58,14.59,0.25,685.78,145.33,5.72,0.4,2011
267,국 및 탕류,소고기무국,400,122.94,7.76,14.21,3.96,3.48,1067.02,38.43,1.3,0.08,2014
268,국 및 탕류,소고기육개장,700,339.87,20.83,21.9,18.77,0.54,2853.09,142.71,7.27,0.76,2009
269,국 및 탕류,소탕        ,150,87,1.95,7.65,5.4,0,353.6,0,0.6,0,2013
270,국 및 탕류,순대국,800,540.3,17.26,43.52,33.02,0,1504.04,246,10.98,0.16,2009
271,국 및 탕류,아구탕,600,246.07,12.76,37.78,4.88,1.84,1863.34,318.93,0.77,0.01,2016
272,국 및 탕류,어묵국,600,250.86,34.24,18.34,4.51,2.14,2064.71,24.74,1.56,0.02,2009
273,국 및 탕류,어탕        ,150,85.5,1.8,12.75,3.15,0,485.09,52.56,0.45,0,2013
274,국 및 탕류,연두부 무순 냉국,200,70.52,6.32,5.92,3.1,0,222.7,0,0,0,2008
275,국 및 탕류,연포탕,1000,541.64,20.19,94.9,9.03,0.23,2337.46,1057.46,1.75,0.08,2012
276,국 및 탕류,오리탕,600,482.33,20.98,42.01,25.6,4.6,1842.34,204.68,5.7,0.13,2016
277,국 및 탕류,오징어국,100,33.44,2.37,4.84,0.51,0.67,311.98,67.84,0.11,0,2014
278,국 및 탕류,오징어물회,700,581.4,91.19,32.89,9.45,63.89,2715.91,304.76,0.99,0,2016
279,국 및 탕류,올갱이국,600,144.26,13.02,13.66,4.17,1.6,2017.16,85.36,0.8,0.04,2016
280,국 및 탕류,우거지국,100,20.24,2.31,1.48,0.57,0.55,357.15,0,0.07,0,2014
281,국 및 탕류,우거지해장국,600,154.38,13.46,11.92,5.87,2.53,2049.59,22.37,1.19,0.04,2016
282,국 및 탕류,우렁된장국,500,244.93,19.22,24.62,7.73,3.56,2134.21,105.38,1.11,0.03,2014
283,국 및 탕류,"육개장, 닭고기",100,43.79,2.72,4.96,1.45,0.13,270.25,22.08,0.34,0.01,2014
284,국 및 탕류,육탕        ,150,87,0.3,12.6,3.9,0,356.94,43.78,1.65,0.15,2013
285,국 및 탕류,전복탕,600,196.85,15.78,26.78,2.95,1.31,1774.4,291.38,0.62,0,2016
286,국 및 탕류,조기매운탕,600,384.38,17.34,35.1,19.4,4.25,2272.92,274.17,4.78,0.09,2016
287,국 및 탕류,짱뚱어탕,600,188.77,16.63,11.5,8.47,2.36,2050.9,22.22,0.9,0.02,2016
288,국 및 탕류,추어탕,1000,316.72,26.83,22.74,13.16,0,2635.78,90.31,1.93,0,2016
289,국 및 탕류,탕국         ,250,92.5,0.25,13.25,4.25,0,656.75,30.12,1,0,2013
290,국 및 탕류,토란국,250,462.5,92,8.5,6.75,0,702.5,19.88,0.75,0,2013
291,국 및 탕류,해물탕,600,267.81,16.59,39.85,4.67,0.81,2046.25,469.49,0.83,0.01,2016
292,국 및 탕류,황태해장국,600,181.7,5.68,24.5,6.77,1.48,1533.1,150.3,1.1,0.02,2016
293,찌개 및 전골류,감자탕,900,959.54,26.88,95.93,52.03,0.76,2631.2,453.8,16.48,0.16,2011
294,찌개 및 전골류,광어매운탕,600,419.8,9.13,58.42,16.62,1.42,1799.02,375.05,3.04,0.08,2011
295,찌개 및 전골류,김치찌개,400,243.03,11.93,15.07,15,3.02,1962.14,25.18,2.76,0.03,2009
296,찌개 및 전골류,내장탕,700,546.64,13.59,54.78,30.35,1.18,2336.88,460.59,8.39,0.47,2010
297,찌개 및 전골류,닭볶음탕,300,367.92,22.63,37.98,13.94,5.75,1023.02,154.84,4.03,0.08,2011
298,찌개 및 전골류,대구매운탕,600,361.75,16.84,57.36,7.21,1.09,1983.9,516.74,0.97,0.03,2011
299,찌개 및 전골류,동태찌개,800,368.18,10.44,46.19,15.74,2.61,2575.62,315.41,2.34,0.34,2009
300,찌개 및 전골류,된장찌개,400,144.88,13.46,11.5,5.01,1.8,2021.01,11.81,0.78,0,2009
301,찌개 및 전골류,두부전골,500,315.16,17.09,25.58,16.05,3.45,1650.77,8.85,2.41,0.03,2016
302,찌개 및 전골류,버섯찌개,400,167.56,15.43,14.7,5.23,4.45,1293.87,16.55,1.27,0.06,2016
303,찌개 및 전골류,부대찌개,600,520.05,47.35,25.96,25.2,3.87,2664.21,82.64,6.79,0.11,2011
304,찌개 및 전골류,소고기샤브샤브,600,263.75,14.67,29.13,9.84,2.43,1122.4,76.01,3.71,0.28,2016
305,찌개 및 전골류,순두부찌개,400,200.08,7.62,14.43,12.43,1.32,1350.98,80.94,1.79,0.09,2009
306,찌개 및 전골류,알탕,700,425.56,11.46,66.68,12.56,0.03,2642.17,1009.53,2.21,0.18,2010
307,찌개 및 전골류,우럭매운탕,600,406.82,11.24,52.15,17.03,1.08,1773.88,362.77,2.97,0.08,2011
308,찌개 및 전골류,장어탕,250,152.01,7.37,10.69,8.86,0.56,648.3,89.19,1.68,0.06,2012
309,찌개 및 전골류,장어탕,250,250,14.5,22.5,11.25,3.25,2275,50,0.75,0,2017
310,찌개 및 전골류,"전골, 곱창전골",100,88.15,4.86,6.93,4.55,0.38,296.61,75.53,1.38,0.08,2013
311,찌개 및 전골류,청국장찌개,400,271.57,10.41,22.4,15.59,1,1794.84,3.83,2.3,0,2009
312,찌개 및 전골류,추어탕,700,341.13,20.29,24.59,17.96,0,2046.47,106.19,1.55,0.1,2010
313,찌개 및 전골류,콩비지찌개,400,247.61,17.87,19.37,10.96,1.28,1287.09,24.05,1.96,0.02,2011
314,찌개 및 전골류,해산물 샤브샤브,110,124.44,5.83,12.15,6.26,0,143.29,0,0,0,2008
315,찜류,금태찜,240,73.8,7.58,10.92,0.7,0,304.37,0,0,0,2008
316,찜류,단호박 두부찜,57,37.98,5.29,2.09,1.64,0,220.04,0,0,0,2008
317,찜류,단호박 새우 찜,215,202.4,38.57,11.07,3.57,0,395,0,0,0,2008
318,찜류,달걀찜,250,200.55,4.31,17.35,12.65,0.41,835.48,489.36,3.94,0.05,2016
319,찜류,닭갈비,400,595.61,44.9,45.92,25.81,21.19,1535.83,193.4,6,0.15,2016
320,찜류,닭고기 편육,132,260.33,8.26,19.3,15.46,0,236.9,0,0,0,2008
321,찜류,대구찜,500,376.42,24.66,51.69,7.89,5.68,1898.68,263.33,1.13,0.04,2016
322,찜류,대하찜,125,109.3,2.39,20.41,1.83,0,177.2,0,0,0,2008
323,찜류,도미찜,100,126,0.5,23,3.5,0,839.96,99.01,0.9,0,2013
324,찜류,동태찜,500,394.33,25.77,50.94,9.73,5.72,1985.59,284.21,1.56,0.12,2016
325,찜류,돼지고기 수육,300,1205.9,10.31,67.08,99.6,0.25,416.68,133.91,36.97,0.33,2012
326,찜류,등갈비찜(돼지),450,961.04,57.4,72.06,49.24,24.13,2395.17,199.57,16.1,0.27,2016
327,찜류,매운갈비찜,300,517.44,23.72,61.31,19.7,10.73,1138.51,163.29,7.98,0.47,2016
328,찜류,문어숙회     ,80,67.2,0.72,14.88,0.48,0,208.33,140.11,0.16,0,2013
329,찜류,민어찜       ,100,137,0,21.5,5.9,0,1089.43,97.77,1.7,0,2013
330,찜류,병어찜       ,100,180,0.2,18.9,11.5,0,650.98,71.92,3.6,0.1,2013
331,찜류,북어찜,100,156.8,11.99,18.7,3.78,4.25,600.66,102.07,0.6,0.04,2013
332,찜류,붕어찜,1100,835.59,71.64,54.26,36.88,16.18,3952.02,186.23,5.8,0.29,2016
333,찜류,사태떡찜,162,201.74,26.89,13.66,4.63,0,263.69,0,0,0,2008
334,찜류,생선살 완자 찹쌀 찜,175,212.47,29.89,20.11,0.7,0,262.69,0,0,0,2008
335,찜류,생선찜 채소말이,160,162.54,18.78,15.57,3.95,0,345.79,0,0,0,2008
336,찜류,서양식 달걀찜(시금치 퀴시),140,305.61,49.97,12.33,4.69,0,142.02,0,0,0,2008
337,찜류,소갈비찜,250,494.6,13.14,49.86,26.96,4.32,753.64,141.48,10.34,1.07,2012
338,찜류,쇠고기 감자찜,191,183.57,16.37,12.87,7.32,0,200.19,0,0,0,2008
339,찜류,순대 ,300,547.59,94.88,7.96,9.93,0.91,1315.19,49.22,3.76,0.06,2009
340,찜류,아구찜,400,310.87,17.47,48.3,5.31,0.69,1406.2,389.13,0.86,0.03,2011
341,찜류,안동찜닭,1500,1364.2,139.51,114.24,38.8,66.81,5462.33,450.42,10.26,0.18,2016
342,찜류,영양 달걀 찜,100,76.01,7.11,5.66,3,0,86.92,0,0,0,2008
343,찜류,오징어보쌈과 저나트륨 된장소스,85,45.89,1.82,8.05,0.71,0,190.87,0,0,0,2008
344,찜류,오징어순대,350,466.86,58.34,45.72,5.62,0.43,1258.72,517.44,1.35,0.01,2016
345,찜류,전어찜,100,278,0.6,17.3,23,0,447.4,97.88,6.8,0.1,2013
346,찜류,조기찜,100,182,1.6,20.1,10.6,0,602.03,138.43,2.8,0.1,2013
347,찜류,족발,150,393.77,5.51,39.04,23.95,0.32,542.57,74.87,6.97,0.1,2009
348,찜류,참꼬막       ,80,90.4,4.56,12.48,2.48,0,234.16,65.03,0.4,0,2013
349,찜류,한방오리백숙,300,469.53,3.36,68.79,20.1,0.35,276.43,372.07,6.39,0.14,2012
350,찜류,해물찜,500,400.08,35.35,42.62,9.8,5.52,2137.21,419.17,1.53,0.04,2016
351,찜류,홍어찜,250,202.67,1.22,47.12,1.03,1.22,644.96,235.12,0.34,0.01,2011
352,구이류,가자미구이,100,157.17,1.76,21.6,7.08,0.21,665.59,112.78,1.16,0.06,2014
353,구이류,갈치구이,250,481.32,0.35,61.99,25.77,0.35,1022.03,198.95,7.35,0.25,2012
354,구이류,고등어구이,250,667.87,1.86,59.24,47.18,0.35,1227.73,136.31,12.13,0.51,2012
355,구이류,굴비구이,100,192.65,1.02,23,10.99,0.04,740.11,125.58,2.91,0.08,2013
356,구이류,꽁치 양념구이,189,234.27,29.22,12.64,7.37,0,169.19,0,0,0,2008
357,구이류,꿩불고기,500,368.8,39.66,33.51,8.45,16.94,1264.31,106.18,1.88,0.07,2016
358,구이류,닭고기 바비큐,194,183.74,14.38,13.29,8.81,0,75.33,0,0,0,2008
359,구이류,닭꼬치,70,176.72,13.35,11.56,8.57,3.15,286.91,31.44,2.32,0.04,2009
360,구이류,도미구이,100,158.96,0.83,24.45,6.62,0,632.87,84.5,1.52,0.05,2014
361,구이류,돼지갈비구이,350,941.38,29.07,72.69,59.37,11.37,1341.59,189.03,21.84,0.34,2012
362,구이류,돼지주물럭(돼지갈비),100,240.32,8.12,19.53,14.41,4.52,404.66,49.34,4.74,0.06,2016
363,구이류,등심 배구이,70,96.35,3.8,7.91,5.18,0,239,0,0,0,2008
364,구이류,로스트비프,148,219.77,5.68,14.52,14.16,0,271.85,0,0,0,2008
365,구이류,미니 떡갈비,155,144.93,13.38,14.77,4.03,0,307.64,0,0,0,2008
366,구이류,밀라노 스타일 포크 커틀렛,89,227.69,7.47,13.72,15.11,0,97.71,0,0,0,2008
367,구이류,버섯소스를 곁들인 돼지 등심 스테이크,284,387.49,7.92,20.39,26.27,0,79.63,0,0,0,2008
368,구이류,병어구이,100,195.24,0.07,21.85,12.3,0,627.17,79.4,3.55,0.08,2014
369,구이류,불고기,150,395.29,7.81,34.38,25.17,7.93,560.71,68.85,6.56,0.43,2016
370,구이류,"불고기, 오리",100,225.98,9.57,12.32,15.38,3,342.18,59.28,3.97,0.13,2013
371,구이류,붕장어구이(소금)(고흥),100,296.54,11.61,26,16.23,0.35,124.75,167.07,3.63,0.22,2016
372,구이류,비프 스트로가노프,145,246.51,26.58,15.09,7.82,0,268.95,0,0,0,2008
373,구이류,살사를 곁들인 참치 오븐구이,54,96.5,3.02,10.99,4.25,0,23.87,0,0,0,2008
374,구이류,소곱창구이,150,639.57,5.46,16.71,61.32,0.22,315.87,166.38,21.67,1.56,2013
375,구이류,소불고기,200,176.71,18.3,12.75,5.83,3.36,892.09,41.41,1.55,0.16,2011
376,구이류,소양념갈비구이,300,989.15,26.23,60.06,71.56,13.93,1378.45,186.63,27.18,3.48,2016
377,구이류,양념장어구이,150,433.35,8.8,30.77,30.56,4.18,704.64,215.24,7.1,0.27,2010
378,구이류,양송이버섯과 포도주스를 가미한 등심구이,232,204.58,17.14,11.6,10.93,0,165.62,0,0,0,2008
379,구이류,왕갈비(양념)(수원),150,480.81,13.74,27.07,35.28,6.81,548.76,58.52,13.01,2.16,2016
380,구이류,요거트 파슬리소스를 곁들인 닭고기구이,176,238.97,8.66,18.22,14.8,0,67.76,0,0,0,2008
381,구이류,임연수구이,100,197.55,1.41,21.51,11.77,0.01,627.59,85.05,2.43,0.67,2014
382,구이류,"조기구이, 양념, 조기조림",100,128.07,4.28,13.69,6.28,1.5,590.41,76.06,1.66,0.04,2014
383,구이류,종이에 싸서 구운 도미(파필로테),99,103.29,2.12,13.59,4.48,0,50.41,0,0,0,2008
384,구이류,중국식 바비큐 폭 립,170,310.67,13.41,22.85,18,0,352.38,0,0,0,2008
385,구이류,지중해소스를 곁들인 도미스테이크,275,289.68,7.37,23.02,14.99,0,257.21,0,0,0,2008
386,구이류,짚불구이곰장어(기장),200,326.21,2.31,42.73,16.23,1.16,826.79,341.83,2.84,0.14,2016
387,구이류,참깨 오렌지 쇠고기,170,182.68,9.89,21.08,6.32,0,269.13,0,0,0,2008
388,구이류,치킨 버거 스테이크,133,127.97,9.6,21.27,0.73,0,89.3,0,0,0,2008
389,구이류,카레소스를 얹은 두부 스테이크,256,199.32,27.88,10.11,7.42,0,480.77,0,0,0,2008
390,구이류,케이준 스타일 닭고기 요리,118,312.42,5.26,19.92,22.23,0,63.64,0,0,0,2008
391,구이류,해산물 옥수수 오븐구이 프리타타,114,111.71,8.48,8.93,4.75,0,210.63,0,0,0,2008
392,구이류,햄버그스테이크,200,457.7,20.76,26.96,29.65,5.33,950.22,70.28,9.41,0.31,2011
393,구이류,황태구이,200,437.57,26.93,47.83,15.39,14.15,1135.33,211.58,2.4,0.12,2016
394,구이류,훈제오리,250,797.14,12.08,43.06,64.07,0.27,1220.37,171.01,15.98,0.39,2011
395,전/ 적 및 부침류,가자미전     ,150,231,6.9,25.8,11.1,0.3,819.36,176.26,2.25,0,2013
396,전/ 적 및 부침류,감자전,100,187.67,27.62,2.9,7.29,0.35,268.85,1.94,1.09,0.04,2014
397,전/ 적 및 부침류,계적        ,250,487.5,0,57.75,30.5,0,210.1,169.2,8,0.25,2013
398,전/ 적 및 부침류,고추전,150,274.69,17.01,12.91,17.22,2.17,362.2,78.81,3.52,0.09,2012
399,전/ 적 및 부침류,곶감샐러드,150,223.18,49.29,2.91,4.35,0,10.22,0,0,0,2008
400,전/ 적 및 부침류,김치전,150,282.27,34.49,7.1,12.88,1.55,686.94,28.52,2.23,0.08,2011
401,전/ 적 및 부침류,깻잎전,150,361.1,14.54,17.74,25.78,1.06,480.15,131.8,5.43,0.15,2012
402,전/ 적 및 부침류,낙지꼬지     ,80,75.2,2.8,13.12,1.28,0,207.06,133.74,0.16,0,2013
403,전/ 적 및 부침류,녹두빈대떡,100,207.94,20.93,7.95,10.27,0.1,232.05,12.48,2.26,0.06,2011
404,전/ 적 및 부침류,다시마전,80,79.18,13.16,4.37,1.58,0,310.34,0,0,0,2008
405,전/ 적 및 부침류,단호박전,120,309.89,45.97,6.59,10.63,0,77.06,0,0,0,2008
406,전/ 적 및 부침류,달걀말이,100,175.57,2.61,11.98,13.02,0.05,327.21,292.17,3.11,0.07,2013
407,전/ 적 및 부침류,돔베기적     ,100,159,0,30.1,7.4,0,451.25,64.23,0.6,0,2013
408,전/ 적 및 부침류,동그랑땡,150,309.2,12.68,19.62,20,0.98,553.09,103.27,4.66,0.12,2012
409,전/ 적 및 부침류,동태전,150,268.05,10.54,22.64,15.04,0.22,702.16,178.76,3.16,0.09,2012
410,전/ 적 및 부침류,돼지고기 찹쌀부침,158,342.42,47.92,13.32,10.02,0,119.76,0,0,0,2008
411,전/ 적 및 부침류,두부 달걀전,130,179.66,4.51,13.01,12.43,0,164.53,0,0,0,2008
412,전/ 적 및 부침류,두부 해산물 꼬치구이,148,182.16,2.58,15.6,12.89,0,146.15,0,0,0,2008
413,전/ 적 및 부침류,두부전,150,255,7.5,20.4,15.9,0,317.16,3.29,1.95,0,2013
414,전/ 적 및 부침류,떡갈비,250,677.36,29.09,43.94,42.8,8.91,1102.78,108.11,15.25,0.64,2012
415,전/ 적 및 부침류,마 두부 오징어전,139,172.1,16.65,10.52,8.74,0,158.07,0,0,0,2008
416,전/ 적 및 부침류,미나리전     ,150,226.5,34.2,5.25,7.65,1.8,248.7,11.88,1.2,0,2013
417,전/ 적 및 부침류,배추전,150,240,35.55,5.1,8.7,4.95,326.82,7.23,1.35,0.15,2013
418,전/ 적 및 부침류,버섯전,150,240,16.2,10.5,14.85,2.7,313.76,100.1,2.25,0,2013
419,전/ 적 및 부침류,부추전,150,253.5,37.35,5.7,9,1.35,249.43,9.27,1.35,0,2013
420,전/ 적 및 부침류,소라산적     ,80,120,6.48,17.92,2.48,0.88,396.67,100.34,0.4,0,2013
421,전/ 적 및 부침류,쇠고기산적,200,454,7.4,48.4,25.6,0,1392.84,134.84,7,0.8,2013
422,전/ 적 및 부침류,오징어산적   ,80,101.6,3.6,17.36,2,0.88,477.1,234.25,0.24,0,2013
423,전/ 적 및 부침류,치킨 쇠고기 땅콩소스 꼬치,85,148.44,8.28,14.32,6.33,0,536.21,0,0,0,2008
424,전/ 적 및 부침류,케첩완자,100,141.85,13.7,10.7,4.86,0,155.5,0,0,0,2008
425,전/ 적 및 부침류,파전,150,292.8,34.81,6.83,14.03,0.79,345.96,46.14,2.26,0.07,2011
426,전/ 적 및 부침류,해물파전,150,276.18,30.07,11.04,12.42,0.42,366.82,105.86,2.13,0.06,2011
427,전/ 적 및 부침류,햄부침,100,244.44,11.26,11.33,17.12,1.03,715.66,72.11,4.38,0.11,2013
428,전/ 적 및 부침류,호박전,150,208.5,16.05,6.45,13.05,2.85,276.96,92.52,2.4,0,2013
429,전/ 적 및 부침류,홍어적       ,100,89,0,23.6,0.7,0.3,323.53,96.77,0.1,0,2013
430,전/ 적 및 부침류,홍합산적     ,80,156.8,10.56,17.76,4.8,3.36,719.72,60.71,0.8,0.08,2013
431,전/ 적 및 부침류,화양적,150,272.65,21.35,13.58,14.77,1.21,797.03,123.25,3.83,0.1,2012
432,볶음류,가지볶음,131,110.79,19.99,1.7,3.64,0,218.35,0,0,0,2008
433,볶음류,감자볶음,100,116.25,16.73,2.11,4.55,1.02,423.18,0,0.6,0.02,2013
434,볶음류,건새우볶음,20,65.73,5.71,4.67,2.69,2.6,196.24,33.45,0.4,0.02,2010
435,볶음류,고추잡채,200,256.77,26.17,10.99,12.01,2.09,828.55,39.26,2.11,0.08,2010
436,볶음류,궁중 떡볶음,150,202.82,38.44,6.22,3.36,0,232.37,0,0,0,2008
437,볶음류,김자반,61,45,10.37,4.77,0.9,0,231.03,0,0,0,2008
438,볶음류,김치볶음,100,97.04,8.99,3.11,5.41,3.39,849.94,5.63,0.75,0.03,2014
439,볶음류,깻잎볶음,100,103.07,5.76,3.76,7.22,0.29,521.34,0,0.83,0.04,2014
440,볶음류,꽃게볶음,100,108.73,10.03,10.36,2.91,0,317.08,0,0,0,2008
441,볶음류,낙지볶음,200,186.83,21.67,14.89,4.51,7.56,895.12,118.31,0.89,0.04,2011
442,볶음류,닭갈비(춘천),300,558.47,23.06,45.51,31.58,8.51,1016.94,217.67,11.26,0.25,2016
443,볶음류,돼지갈비 볶음,120,151.15,6.55,12.04,8.42,0,293.29,0,0,0,2008
444,볶음류,돼지고기볶음,200,350.67,18.21,22.96,20.67,8.2,1051.76,57.87,5.12,0.15,2010
445,볶음류,"돼지고기볶음, 오징어",100,181.7,10.24,12.81,9.94,3.82,442.55,92.23,2.62,0.06,2013
446,볶음류,돼지고기토마토두부볶음,150,157.15,7.93,9.96,9.7,0,293.3,0,0,0,2008
447,볶음류,돼지껍데기볶음,100,234.47,16.34,17.19,11.15,3.68,519.87,31.83,3.28,0.09,2013
448,볶음류,두부김치,250,288.21,14.08,19.47,17.11,1.49,989.69,13.92,3.17,0.08,2011
449,볶음류,떡볶이,200,303.53,60.48,7.61,3.46,6.83,853.08,7.49,0.75,0,2009
450,볶음류,라볶이,30,40.32,7.41,1.04,0.72,1.04,130.72,3.85,0.3,0,2011
451,볶음류,라볶이,30,37.8,7.02,0.9,0.72,0.81,46.8,0,0.09,0,2017
452,볶음류,마파두부,200,227.93,10.73,15.26,13.77,0.29,691.4,24.58,2.77,0.08,2010
453,볶음류,멸치풋고추볶음,20,52.38,3.41,4.65,2.24,1.43,275.54,36.6,0.39,0.02,2010
454,볶음류,미역줄기볶음,100,66.49,4.97,1.07,4.7,0.21,1023.06,0,0.64,0.03,2013
455,볶음류,"버섯볶음, 느타리",100,90.69,7.8,3.4,5.1,1.42,434.25,0,0.62,0.02,2014
456,볶음류,"버섯볶음, 양송이",100,90.98,7.31,3.02,5.52,0.82,343.45,0,0.95,0.03,2014
457,볶음류,브로콜리쇠고기볶음,130,123.9,13.87,10.28,4.13,0,299.53,0,0,0,2008
458,볶음류,섭산삼,86,233.03,36.96,4.68,8.24,0,3.83,0,0,0,2008
459,볶음류,소고기 채소볶음,117,189.93,4.81,9.56,14.8,0,217.8,0,0,0,2008
460,볶음류,소세지볶음,100,235.69,15.89,9.38,14.96,4.47,718.03,30.13,4.41,0.08,2013
461,볶음류,순대볶음,100,145.38,19.18,5.18,5.32,1.35,375.09,35.43,1.27,0.03,2013
462,볶음류,시금치돼지고기볶음,100,104.77,7.37,9.12,4.55,0,283.9,0,0,0,2008
463,볶음류,쌀국수 볶음면,264,211.89,7.76,2.61,20.35,0,87.49,0,0,0,2008
464,볶음류,아시아식 채소 두부 볶음,203,275,20.32,13.5,17.62,0,177.89,0,0,0,2008
465,볶음류,야채볶음,80,90.81,15.38,2.34,3.16,0,9.93,0,0,0,2008
466,볶음류,야채오믈렛,155,158.15,26.75,6.76,2.87,0,250.56,0,0,0,2008
467,볶음류,어묵볶음,100,189.07,28.3,7.53,5.09,6.61,847.36,14.22,0.96,0.03,2014
468,볶음류,오징어볶음,100,120.51,12.56,10.47,3.15,4.69,480.52,131.74,0.55,0.02,2013
469,볶음류,오징어채볶음,20,55.49,8.28,3.72,0.83,2.33,232.26,33.22,0.16,0.01,2010
470,볶음류,잔멸치볶음,20,68.41,5.25,6.2,2.51,2.56,379.29,49.37,0.47,0.02,2010
471,볶음류,잡채,150,204.32,38.84,2.05,4.53,2.72,658.95,0,0.75,0.04,2011
472,볶음류,조랭이 떡 궁중 떡볶이,185,217.45,43.31,5.68,2.57,0,343.45,0,0,0,2008
473,볶음류,주꾸미볶음,200,211.41,22.82,18.33,5.2,5.06,918.86,200.76,0.61,0.02,2012
474,볶음류,칠리새우,93,174.67,17.18,10.7,6.85,0,158.17,0,0,0,2008
475,볶음류,토마토소스달걀볶음,60,111.22,10.08,4.39,5.9,0,107.4,0,0,0,2008
476,볶음류,팔보채,300,240.74,11.28,25.42,10.44,0.09,1129.31,224.96,1.69,0.05,2010
477,볶음류,팽이버섯야채볶음,130,82.58,10.85,2.55,4.37,0,14.1,0,0,0,2008
478,볶음류,표고버섯볶음,150,141.92,15.84,4.53,6.72,2.64,574.8,0,0.83,0.03,2014
479,볶음류,해물볶음,400,419.06,32.24,38.19,15.26,7.42,1755.16,329.59,2.07,0.06,2016
480,볶음류,해산물볶음,117,119.07,6.31,10.3,6.13,0,292.49,0,0,0,2008
481,볶음류,헝가리안 폭찹,175,294.86,4.22,18.58,20.93,0,110.51,0,0,0,2008
482,볶음류,화지타,132,196.55,26.08,8.62,6.48,0,508.99,0,0,0,2008
483,조림류,가자미조림(간장+고춧가루+기타양념),300,297.98,21.47,37.08,7.09,10.54,1692.82,227.98,1.29,0.08,2016
484,조림류,갈치조림,100,97.04,5.3,11,3.54,1.92,486.39,43.56,1,0.02,2011
485,조림류,고기완두조림,100,183.01,18.9,11.37,6.97,0,45.19,0,0,0,2008
486,조림류,고등어조림,100,130.16,5.04,10.03,7.77,2.02,474.69,30.02,2.01,0.05,2011
487,조림류,곤약 콩조림,69,96.03,10.65,7.43,3.68,0,209.01,0,0,0,2008
488,조림류,과일 주스 조림,230,174.29,44.97,1.61,0.62,0,6.6,0,0,0,2008
489,조림류,다시마돼지고기조림,70,115.71,4.98,8.55,6.86,0,279.57,0,0,0,2008
490,조림류,돼지고기메추리알장조림,50,63.49,3.37,8.34,1.85,1.27,582.99,47.64,0.44,0,2011
491,조림류,두부 튀김 조림,115,220.56,14.34,6.96,16.2,0,139.21,0,0,0,2008
492,조림류,두부조림,50,69.25,2.86,6.15,3.69,0.25,250.01,0,0.63,0.01,2011
493,조림류,땅콩조림,20,81.34,7.72,3.22,4.17,2.85,150.8,0,0.77,0,2012
494,조림류,부추조갯살 콩비지조림,55,35.67,5.24,3.29,0.5,0,61.83,0,0,0,2008
495,조림류,북어조림,100,181.86,17.14,20.83,3.33,8.2,765.95,99.63,0.67,0.05,2012
496,조림류,소고기메추리알장조림,50,60.65,2.88,8.14,1.84,0.71,602.12,41.52,0.45,0.02,2011
497,조림류,연근조림,30,78.24,18.06,0.63,0.38,7.08,200.37,0.19,0.07,0,2009
498,조림류,오징어말이 케첩조림,206,152.09,9.25,19.98,4.33,0,189.68,0,0,0,2008
499,조림류,우엉조림,30,69.75,15.83,0.78,0.37,7.08,254.75,0.01,0.06,0,2011
